"text","annotations"
"Квартира квартира 44 находится по адресу: Владивосток, переулок Почтовый, доме 16.","Квартира O
квартира B-Flat
44 I-Flat
находится O
по O
адресу O
: O
Владивосток B-City
, O
переулок B-Lane
Почтовый I-Lane
, O
доме B-House
16 I-House
. O"
"Наш офис в муниципальное образование Центральный, город Химки, проспект Ленина, дом 76.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Центральный I-Municipality
, O
город B-City
Химки I-City
, O
проспект B-Avenue
Ленина I-Avenue
, O
дом B-House
76 I-House
. O"
"Мы находимся в Российская Федерация, Ленинградская область, Иркутск.","Мы O
находимся O
в O
Российская B-Country
Федерация I-Country
, O
Ленинградская B-Oblast
область I-Oblast
, O
Иркутск B-City
. O"
"Отправь письмо: РФ, Бурятия, Железнодорожный район, селе Лесное, улица Красная, д. 167.","Отправь O
письмо O
: O
РФ B-Country
, O
Бурятия B-Republic
, O
Железнодорожный B-District
район I-District
, O
селе B-Selo
Лесное I-Selo
, O
улица B-Street
Красная I-Street
, O
д. B-House
167 I-House
. O"
"Я живу в Тверь, микрорайон Заречный, квартал 1.","Я O
живу O
в O
Тверь B-City
, O
микрорайон B-Microdistrict
Заречный I-Microdistrict
, O
квартал B-Quarter
1 I-Quarter
. O"
"Адрес: Ростов-на-Дону, улица 50-летия Октября, д. 91, стр 10, квартира 71.","Адрес O
: O
Ростов-на-Дону B-City
, O
улица B-Street
50-летия I-Street
Октября I-Street
, O
д. B-House
91 I-House
, O
стр B-Building
10 I-Building
, O
квартира B-Flat
71 I-Flat
. O"
"Точка на карте: Санкт-Петербург, улице 50-летия Октября, д. 80, сооружение Б.","Точка O
на O
карте O
: O
Санкт-Петербург B-City
, O
улице B-Street
50-летия I-Street
Октября I-Street
, O
д. B-House
80 I-House
, O
сооружение B-Structure
Б I-Structure
. O"
"Адрес: Тюменская область, города Москва, улица 50-летия Октября, дом 61.","Адрес O
: O
Тюменская B-Oblast
область I-Oblast
, O
города B-City
Москва I-City
, O
улица B-Street
50-летия I-Street
Октября I-Street
, O
дом B-House
61 I-House
. O"
"Доставка по адресу: Красноярский край, Тула, проспект Победы, дом 88Б, кв 355.","Доставка O
по O
адресу O
: O
Красноярский B-Krai
край I-Krai
, O
Тула B-City
, O
проспект B-Avenue
Победы I-Avenue
, O
дом B-House
88Б I-House
, O
кв B-Flat
355 I-Flat
. O"
"Мы переехали в Карелия, в Воронеж, бульваре Парк, д 85Б.","Мы O
переехали O
в O
Карелия B-Republic
, O
в O
Воронеж B-City
, O
бульваре B-Boulevard
Парк I-Boulevard
, O
д B-House
85Б I-House
. O"
"Я родился в деревне Ольгино, в Кировский район, Воронежская область.","Я O
родился O
в O
деревне B-Village
Ольгино I-Village
, O
в O
Кировский B-District
район I-District
, O
Воронежская B-Oblast
область I-Oblast
. O"
"Поеду в поселке Южный, Кировский район, Забайкальский край.","Поеду O
в O
поселке B-Poselok
Южный I-Poselok
, O
Кировский B-District
район I-District
, O
Забайкальский B-Krai
край I-Krai
. O"
"Склад: Ямало-Ненецкий автономный округ, города Тверь, шоссе Варшавское, д 48, строение 6, сооружении 1.","Склад O
: O
Ямало-Ненецкий B-AO
автономный I-AO
округ I-AO
, O
города B-City
Тверь I-City
, O
шоссе B-Highway
Варшавское I-Highway
, O
д B-House
48 I-House
, O
строение B-Building
6 I-Building
, O
сооружении B-Structure
1 I-Structure
. O"
"Встретимся на набережной Невы в Киров.","Встретимся O
на O
набережной B-Embankment
Невы I-Embankment
в O
Киров B-City
. O"
"Живу в микрорайон Сходня, городе Ростов-на-Дону, улице Школьная, доме 46А.","Живу O
в O
микрорайон B-Microdistrict
Сходня I-Microdistrict
, O
городе B-City
Ростов-на-Дону I-City
, O
улице B-Street
Школьная I-Street
, O
доме B-House
46А I-House
. O"
